,Variable,Technology Name,Country Code,Country Name,Metric,Exponential Fit,exponential goodness,Logistic Fit,Logistic Saturation,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T,Vintage,Number of Points
5633,Objects Launched Into Space_Total Number_TH,Objects Launched Into Space,THA,Thailand,Cumulative Calculation,0.09425204726414364,-1.742792382833506e+139,0.06037620706007826,149011.96550506115,2176.2702841357623,0.9537472479357787,0.003983792351857082,0.953883271911537,72.78445216506687,1993,29
5634,HIB3 Vaccine_Share of Population_CD,HIB3 Vaccine,COD,Democratic Republic of the Congo,Share of Population,-227.82450358708383,0.0,0.40784887608237524,0.704929325290826,2001.7142945201729,0.08892462078235064,0.3997859051877664,0.08818523580480098,10.774699680145424,2009,13
5635,HIB3 Vaccine_Share of Population_CI,HIB3 Vaccine,CIV,Cote d'Ivoire,Share of Population,-1.1166345707510004,0.0,0.11449049215223189,0.8164102501565313,1986.914348943793,0.05047740021431413,0.10781041029399957,0.050233825085214345,38.382655817649685,2009,13
5636,HIB3 Vaccine_Share of Population_CK,HIB3 Vaccine,COK,Cook Islands,Share of Population,err,,16.669590137007486,0.9808333341915928,2008.902281637764,0.8853631793075781,15.931509099717537,0.8853631724421791,0.26362070804107535,2009,13
5637,Raw Steel Production_Annual production_DK,Raw Steel Production,DNK,Denmark,Annual Production,-0.036849759781407865,0.0,0.4203495470857341,707815.3268866132,1986.293226834057,0.10778221059665771,0.4015863459692267,0.10622194037215471,10.45427355670768,1990,13
5638,Nuclear Weapons_Total Number_PK,Nuclear Weapons,PAK,Pakistan,Total Number,0.2624902457993146,-inf,0.2978590140380325,95.57625870412761,2006.3085303844487,0.9886260872287449,0.1260458125033777,0.9910410886801183,14.753453639349415,1998,13
5639,Copper|Refining_Annual production_ID,Copper|Refining,IDN,Indonesia,Annual Production,0.08670140032595035,-3.358287258749938e+126,0.4661524726633433,267987.06691267155,1999.577247782439,0.8456889481016672,0.3931252336692096,0.8566631283531454,9.427063916587059,1999,13
5640,HIB3 Vaccine_Share of Population_LS,HIB3 Vaccine,LSO,Lesotho,Share of Population,-0.030833189023627514,-8.881784197001252e-16,err,267987.06691267155,err,,-0.001028760312499224,0.5096751081686324,err,2009,13
5641,Air-Source Heat Pumps_Annual Production_NO,Air-Source Heat Pumps,NOR,Norway,Annual Production,0.04613891444610586,-5.081470143574127e+55,0.0849541247529429,9142924527.349283,2153.132962765803,0.7838715086081929,err,0.5096751081686324,51.72731950864117,2011,13
5642,Postal Traffic_Total Number_CI,Postal Traffic,CIV,Ivory Coast,Cumulative Calculation,0.21065801722915303,-inf,0.20964892040847224,977.7282407976819,1975.4404453852146,0.9780988505842091,0.08275383700083874,0.9821911264174241,20.960991099360093,1964,15
5643,RCV1 Vaccine_Share of Population_MN,RCV1 Vaccine,MNG,Mongolia,Share of Population,err,,1.8247206044450364,0.9781499046378515,2007.246505535034,0.4949630319057372,1.8121983697826143,0.4948940524083585,2.4082860378556146,2009,13
5644,Salt Production_Annual production_OM,Salt Production,OMN,Oman,Annual Production,err,,0.327711395698394,15835.154787722458,1996.57331934805,0.037133967414303304,0.30389413336722715,0.03666020388482494,13.409509746547927,2000,13
5645,HEPB3 Vaccine_Share of Population_GW,HEPB3 Vaccine,GNB,Guinea-Bissau,Share of Population,-0.014777834606909629,3.186340080674199e-14,10.324368780107172,0.8183333796108435,2008.6342790302629,0.00679236545187234,9.923181812218358,0.006792343551890623,0.4256385303806266,2009,13
5646,Objects Launched Into Space_Total Number_AE,Objects Launched Into Space,ARE,United Arab Emirates,Cumulative Calculation,0.13383813541672118,-2.3561423241218997e+210,0.1306050083038669,2652231.7367912685,2113.230277770655,0.9642491700898881,err,0.006792343551890623,33.64686555088508,2000,23
5647,Beer_Annual Production_KZ,Beer Production,KAZ,Kazakhstan,Annual Production,err,,2.4388920534353193,3453.538461539168,1977.5601266464428,0.0,10.814817269869664,1.1102230246251565e-16,1.8018219168341647,1991,13
5648,Cadmium Refining_Annual production_FI,Cadmium Refining,FIN,Finland,Annual Production,-0.41313217275053665,0.0,30.350461248369342,571.769231081192,1450.968005121867,-2.220446049250313e-16,37.963274592120044,0.0,0.14479019342444235,1990,13
5649,Cadmium Refining_Annual production_BE,Cadmium Refining,BEL,Belgium,Annual Production,-0.2348771514522339,0.0,4.1577321559635125,1402.0769230769686,1898.4366202686672,0.0,1.374781346628725,0.0,1.0569341626226207,1990,13
5650,Radial Tires_Share of Market_US,Radial Tires,USA,United States,Share of Market,err,,1.0082124877752854,0.9533623132213129,1975.373262257371,0.9882873416612555,0.6481702689913608,0.9942913997346335,4.358653763919548,1972,13
5651,Salt Production_Annual production_GP,Salt Production,GLP,Guadeloupe,Annual Production,-0.11720808903645084,-2.220446049250313e-16,-0.21271241653069725,10799056942.367798,1944.0612541483704,0.7334744165614653,err,0.9942913997346335,-20.65910973296785,1995,13
5652,Salt Production_Annual production_EC,Salt Production,ECU,Ecuador,Annual Production,-0.09117982819322745,0.0,err,10799056942.367798,err,,err,0.9942913997346335,err,1995,13
5653,Salt Production_Annual production_TW,Salt Production,TWN,Taiwan,Annual Production,-0.03131577833017065,0.0,20.22277482302261,114666.66665873819,1989.9523555367841,0.012701884114947326,0.9542711243217644,4.8733895141594985e-08,0.2173019871471634,1990,13
5654,Copper|Refining_Annual production_MM,Copper|Refining,MMR,Burma,Annual Production,0.04483070089989316,-5.851960161026834e+16,3.354716578713093,20653.84615384769,1989.743556734768,4.424238753131249e-13,-0.43226466157479176,0.3684055916117682,1.3099315699444867,1998,13
5655,Nitric Acid_Annual Production_KR,Nitric Acid,KOR,South Korea,Annual Production,0.24975054111458547,-inf,20.135026190298753,27.00000001858801,1977.0622158695303,0.8898686028739113,0.5505748331813343,0.8434620689294047,0.21824899124242145,1971,13
5656,Passenger Vehicles_Total Number_AZ,Passenger Cars,AZE,Azerbaijan,Cumulative Calculation,0.23353351263112568,-inf,0.3197054885468291,4147205.976932675,1996.7108684443374,0.9938299463714018,0.1506396819105055,0.9974643712295226,13.74530407546869,1990,12
5657,HIB3 Vaccine_Share of Population_PH,HIB3 Vaccine,PHL,Philippines,Share of Population,0.3045367344023599,-inf,34.87191730374003,0.7640000000000002,2011.0428570613283,0.9139669997676032,27.674642729407292,0.9139669997436904,0.1260168495008771,2010,12
5658,Flush Toilet_Share of Households_LT,Flush Toilet,LTU,Lithuania,Share of Market,err,,err,0.7640000000000002,err,,-7.814864626189575,0.0,err,2010,12
5659,HIB3 Vaccine_Share of Population_SC,HIB3 Vaccine,SYC,Seychelles,Share of Population,-0.4824269125254592,0.0,-1.820527905937925,0.980781043941607,2022.7186327909715,0.576181422581189,-1.8070904936283654,0.5760257712933106,-2.4138323506820654,2010,12
5660,Solar Photovoltaic_Installed electricity capacity_AW,Solar Photovoltaic,ABW,Aruba,Installed electricity capacity,err,,2.010909648665625,6.144985247062963,2013.3901897394833,0.9911486149087528,1.8481512063583505,0.9848273350366488,2.1853041272085267,2010,12
5661,RCV1 Vaccine_Share of Population_CN,RCV1 Vaccine,CHN,China,Share of Population,0.04254413248807389,-21215.785785025324,1.3784083739278457,0.9829135703138026,2009.6080273492275,0.9876512244396257,1.2191089480044621,0.9882047174276956,3.188060401976687,2010,12
5662,PCV3 Vaccine_Share of Population_CO,PCV3 Vaccine,COL,Colombia,Share of Population,0.12179766728668392,-1.2623895554704405e+189,1.623851178479183,0.9035112532400267,2010.84228214743,0.9751206342778935,1.117555830347595,0.9633842868273821,2.7061895898539534,2010,12
5663,HIB3 Vaccine_Share of Population_GE,HIB3 Vaccine,GEO,Georgia,Share of Population,0.02163259040336376,0.050155078669560704,17.871099675502936,0.9118181822474406,2009.942976406924,0.830196643865442,16.74311531714065,0.8301966358471886,0.2458969640629442,2010,12
5664,Biogas_Installed electricity capacity_MA,Biogas,MAR,Morocco,Installed electricity capacity,0.18195272689192896,-6.898577799098648e+295,2.2664689028579783,7.4660302236359675,2014.7489139701452,0.9653186300736321,1.6571471307521675,0.9611498293090625,1.9388967345332266,2010,12
5665,Passenger Vehicles_Total Number_BG,Passenger Cars,BGR,Bulgaria,Cumulative Calculation,0.15606568856370112,-1.278107254602771e+235,0.33692059259367485,23339912.03755006,1996.2654633629304,0.9941448513406583,0.1376420863519906,0.9934185658183369,13.042981792365927,1980,21
5666,PCV3 Vaccine_Share of Population_IE,PCV3 Vaccine,IRL,Ireland,Share of Population,0.06195010402987238,-9.494283444651305e+69,18.921968758860288,0.8954545459775519,2010.0041871000294,0.9674923969170488,17.718703083312274,0.9674923965660793,0.232240588211241,2010,12
5667,Primary Bauxite Production_Annual production_SL,Primary Bauxite Production,SLE,Sierra Leone,Annual Production,-0.0277853274123061,0.0,-0.010452987652049366,1858083038.2383752,1289.06610949131,0.18999204458612484,err,0.9674923965660793,-420.4012576070424,1990,12
5668,Solar Photovoltaic_Installed electricity capacity_BH,Solar Photovoltaic,BHR,Bahrain,Installed electricity capacity,err,,0.44766552255954545,12.150040450736963,2016.6045055314034,0.9219647214472394,0.2511278473345667,0.9358481050735457,9.816367205468497,2010,12
5669,PCV3 Vaccine_Share of Population_EC,PCV3 Vaccine,ECU,Ecuador,Share of Population,0.1176291859305424,-1.026925639557794e+182,3.324970997836064,0.8244453673378683,2010.4143129937333,0.8505610558432891,2.603951115168527,0.8480754288237471,1.3216503715468213,2010,12
5670,Copper|Mining_Annual production_CU,Copper|Mining,CUB,Cuba,Annual Production,-0.06301338005090412,-2.220446049250313e-16,2.60243628148407,1741.6666666666677,1961.8522291723216,-2.220446049250313e-16,3.93265908734048,-2.220446049250313e-16,1.688590489587877,1990,12
5671,HIB3 Vaccine_Share of Population_KG,HIB3 Vaccine,KGZ,Kyrgyzstan,Share of Population,-983.9781824621126,1.1102230246251565e-16,-0.34862952501504024,0.9692059031926284,2027.108501565836,0.7949684016885116,-0.3341766411250141,0.7938192981688243,-12.60492539891123,2010,12
5672,Biogas_Installed electricity capacity_BG,Biogas,BGR,Bulgaria,Installed electricity capacity,0.19979935018135261,-inf,1.6961024208868303,33.98178288351598,2014.5608536464392,0.9414239157570433,1.2313743653867548,0.9325477703249632,2.5909102543316584,2009,12
5673,ROTAC Vaccine_Share of Population_FI,ROTAC Vaccine,FIN,Finland,Share of Population,-0.01368844167994312,2.1316282072803006e-13,-0.042989339916127765,1.4154816279237745,2026.5339060905449,0.8223248096405489,-0.024259508516490856,0.8220203519232553,-102.22183367425535,2010,12
5674,HIB3 Vaccine_Share of Population_TM,HIB3 Vaccine,TKM,Turkmenistan,Share of Population,0.04675163349203546,-9.930392508902214e+55,1.0475484635255552,0.9900709599749953,2009.7617505747075,0.9480577098037266,0.8944850906791019,0.9411520530371198,4.194984105921736,2010,12
5675,PCV3 Vaccine_Share of Population_BR,PCV3 Vaccine,BRA,Brazil,Share of Population,0.09600478864177478,-3.190431288293079e+133,4.183361665730996,0.852958604307788,2010.2242630862106,0.8657527289637941,3.534816454611933,0.8656784918547444,1.0504588189614625,2010,12
5676,PCV3 Vaccine_Share of Population_BG,PCV3 Vaccine,BGR,Bulgaria,Share of Population,0.020021884789381286,0.001507655612993486,17.02337909267455,0.9018181826182788,2009.930627213936,0.8018462280604454,16.410489198324257,0.8018462178754509,0.25814200169950074,2010,12
5677,Solar Photovoltaic_Installed electricity capacity_ID,Solar Photovoltaic,IDN,Indonesia,Installed electricity capacity,err,,0.3924249763754478,344.7498246334951,2021.7180525012805,0.9106563970718904,0.07139356154710044,0.910658501156373,11.198189257118292,2010,12
5678,Phosphate Fertilizer_Annual Production_AF,Phosphate Fertilizer,AFG,Afghanistan,Annual Production,err,,0.3016333987698214,1634.93208553954,2008.0829905328878,0.1785479039649953,0.24175871094827694,0.17575065262751144,14.568841423379228,2011,10
5679,Solid Biofuels_Installed electricity capacity_NA,Solid Biofuels,NAM,Namibia,Installed electricity capacity,0.0,1.0,err,1634.93208553954,err,,err,0.17575065262751144,err,2010,12
5680,Television_Total Number_GM,Television,GMB,Gambia,Total Number,err,,0.8536530732996842,5372.128761716433,1994.2842984571746,0.9873492309615898,0.488864280885188,0.9874113413994726,5.147816240719747,1987,12
5681,HEPB3 Vaccine_Share of Population_IE,HEPB3 Vaccine,IRL,Ireland,Share of Population,0.06399619089421722,-1.1262536082272472e+86,22.58771738317596,0.9445454545613401,2010.0023013877528,0.9968839590478435,17.832531574503033,0.9968839584363135,0.1945503868374749,2010,12
5682,ROTAC Vaccine_Share of Population_GY,ROTAC Vaccine,GUY,Guyana,Share of Population,0.07900344117130552,-2.239344309217451e+114,1.7697667908990173,0.9539089145137385,2010.205086827574,0.98525113312109,1.4289139838984628,0.9855681960651038,2.4830667957330803,2010,12
5683,Raw Steel Production_Annual production_AE,Raw Steel Production,ARE,United Arab Emirates,Annual Production,0.03242499445167389,-9.004596665266414e+18,0.04284040807156853,1166086701.6970592,2230.290663804807,0.6791696693627183,err,0.9855681960651038,102.5772011165519,2000,12
5684,Copper|Mining_Annual production_JP,Copper|Mining,JPN,Japan,Annual Production,-0.2593583232287883,2.220446049250313e-16,-15.119769121552537,5188.833333333333,2037.033375632365,0.0,-5.075834333325681,2.220446049250313e-16,-0.29064260964199207,1990,12
5685,ROTAC Vaccine_Share of Population_FM,ROTAC Vaccine,FSM,Micronesia (Federated States of),Share of Population,-0.04643869306963552,-2.220446049250313e-16,-0.02738054340350351,2830.202518606708,1694.0779266227564,0.1567421160701491,err,2.220446049250313e-16,-160.49532289816216,2010,12
5686,ROTAC Vaccine_Share of Population_MA,ROTAC Vaccine,MAR,Morocco,Share of Population,err,,5.388822544646623,0.9491559531894374,2010.689615733853,0.9755220895516696,2.9786951149977514,0.9767311342352876,0.8154748311461811,2010,12
5687,Flush Toilet_Share of Households_SI,Flush Toilet,SVN,Slovenia,Share of Market,err,,0.0004433329797210048,625.3671362597429,5765.901856741835,0.7073850325077475,err,0.9767311342352876,9912.299232594703,2010,12
5688,Solar Photovoltaic_Installed electricity capacity_BN,Solar Photovoltaic,BRN,Brunei Darussalam,Installed electricity capacity,0.12593201320160743,-2.8481797415681407e+196,0.1526223706807177,248357.46275674432,2095.330981905678,0.37464706849453455,err,0.9767311342352876,28.792955679253076,2010,12
5689,Solid Biofuels_Installed electricity capacity_GF,Solid Biofuels,GUF,French Guiana,Installed electricity capacity,0.0,1.0,err,248357.46275674432,err,,err,0.9767311342352876,err,2010,12
5690,PCV3 Vaccine_Share of Population_FI,PCV3 Vaccine,FIN,Finland,Share of Population,-0.010460848162253384,1.263223969871774e-10,-0.17802655474718312,0.9421825908157643,2032.4434389713351,0.7420345978688108,-0.16953004278384934,0.7423283171348609,-24.684234107170305,2010,12
5691,PCV3 Vaccine_Share of Population_FR,PCV3 Vaccine,FRA,France,Share of Population,err,,0.07391888558482632,0.9605938903507678,1976.9324321728373,0.8081505972802839,0.06904794141686248,0.8078942916398344,59.4496131794296,2010,12
5692,PCV3 Vaccine_Share of Population_GM,PCV3 Vaccine,GMB,Gambia,Share of Population,-0.021673729404090736,0.0,1.9720913102142874,0.9224999997537211,1998.295631570045,-2.7142110781142037e-10,3.1858209504852213,-3.3306690738754696e-15,2.228319313569177,2010,12
5693,Flush Toilet_Share of Households_AT,Flush Toilet,AUT,Austria,Share of Market,err,,0.015674596739231213,103.21646436633112,1811.9413923736095,0.8348385551193591,-15.331419757333224,0.0,280.35484598297694,2010,12
5694,Flush Toilet_Share of Households_RO,Flush Toilet,ROU,Romania,Share of Market,err,,err,103.21646436633112,err,,-27.325759143182733,-4.440892098500626e-15,err,2010,12
5695,Flush Toilet_Share of Households_PL,Flush Toilet,POL,Poland,Share of Market,err,,err,103.21646436633112,err,,-18.017362359564526,-4.640732242933154e-12,err,2010,12
5696,Freezer_Share of Households_US,Freezer,USA,United States,Share of Market,0.029281777510197057,-4.97820666901547e+23,0.17096708207346548,0.37399990447234704,1959.0895921057638,0.9504428325490444,0.12420746363441766,0.9460106336639275,25.703481052476057,1950,12
5697,Solar Photovoltaic_Installed electricity capacity_CV,Solar Photovoltaic,CPV,Cabo Verde,Installed electricity capacity,0.018415433945555316,0.6872458688074244,0.024087827370725377,58519.53828585135,2397.586705388918,0.6917656535936454,err,0.9460106336639275,182.4344340832141,2010,12
5698,Solar Photovoltaic_Installed electricity capacity_VG,Solar Photovoltaic,VGB,British Virgin Islands,Installed electricity capacity,0.09313675563775993,-2.498195926396604e+135,0.48575023045556587,0.21192850182718495,2013.2121555209185,0.8098572651662501,0.2743011422351558,0.7846539894053206,9.04672582563895,2010,12
5699,Flush Toilet_Share of Households_PT,Flush Toilet,PRT,Portugal,Share of Market,0.0016000002046087523,0.7330377072180205,0.00254483026050681,134.80659634017442,1615.032590965134,0.7330463943691892,0.0023332499537481845,0.7330467248334213,1726.8142488203803,2010,12
5700,HIB3 Vaccine_Share of Population_LK,HIB3 Vaccine,LKA,Sri Lanka,Share of Population,-0.01787682863796261,0.0,err,134.80659634017442,err,,err,0.7330467248334213,err,2010,12
5701,PCV3 Vaccine_Share of Population_UY,PCV3 Vaccine,URY,Uruguay,Share of Population,err,,0.5635572186496407,0.9414136218237474,2004.1046698217262,0.7424410267621215,0.5575189797511151,0.7421210429581401,7.797698280224559,2010,12
5702,Iron Ore_Annual production_JP,Iron Ore,JPN,Japan,Annual Production,-0.34673114518799475,0.0,1.980737166339642,11243.333397699007,1918.2116152261833,0.0,2.3643855401567735,0.0,2.2185927690715688,1990,12
5703,Nitrogen Fertilizer_Annual Production_BA,Nitrogen Fertilizer,BIH,Bosnia and Herzegovina,Annual Production,-0.03407042713731604,1.1102230246251565e-16,1.4093555010774674,54756.02717601982,2008.2487455812468,0.05505200339251226,1.3381698116185878,0.05303661463764808,3.1180558427684395,2009,12
5704,HIB3 Vaccine_Share of Population_LA,HIB3 Vaccine,LAO,Lao People's Democratic Republic,Share of Population,err,,0.7355976547752637,0.8155410430778051,2007.0528731740912,0.42794991887875833,0.718287217863622,0.42609229276974936,5.97398472676617,2010,12
5705,Flush Toilet_Share of Households_MT,Flush Toilet,MLT,Malta,Share of Market,err,,9.891745358298179e-05,199.78871067567343,2007.777166449997,0.15439723603160593,4.9600869794833366e-05,0.1543972565819317,44425.417310059835,2010,12
5706,PCV3 Vaccine_Share of Population_AE,PCV3 Vaccine,ARE,United Arab Emirates,Share of Population,err,,-0.5341372049378804,0.9732149549851721,2026.0916723465998,0.18815431979599273,-0.5223599542800204,0.18670292541001154,-8.227191654218336,2010,12
5707,HIB3 Vaccine_Share of Population_ST,HIB3 Vaccine,STP,Sao Tome and Principe,Share of Population,err,,-0.0011312207005350647,10.253242866833022,8.714879905088086,0.13772822549809605,0.9311182303033874,-1.0255796212277346e-11,-3884.6965517815183,2010,12
5708,Potash Fertilizer_Annual Production_KZ,Potash Fertilizer,KAZ,Kazakhstan,Annual Production,-0.12737309331680063,0.0,3.556255595851416,1125.909090890657,1987.5234265557278,0.0,3.800354562025507,0.0,1.235695533189129,2010,11
5709,PCV3 Vaccine_Share of Population_SV,PCV3 Vaccine,SLV,El Salvador,Share of Population,0.02810802577888462,-1029025032081.0931,17.11465373978047,0.8854545456540391,2009.926307609352,0.3690412276647851,15.6027419611612,0.36904117691123506,0.25676529724105346,2010,12
5710,Raw Steel Production_Annual production_CS,Raw Steel Production,,Serbia and Montenegro,Annual Production,-0.013061761814542083,-3.9124259387790516e-13,0.3902312716335898,656220.6819423912,1992.3735009908082,0.12371339678477578,0.2565139219556925,0.11483730539073889,11.261140441862477,1992,12
5711,ROTAC Vaccine_Share of Population_PY,ROTAC Vaccine,PRY,Paraguay,Share of Population,0.017650543469830034,0.011316549869977433,3.5989972313684366,0.8629960213406401,2009.8293548514225,0.6258218591018366,3.3899251930073238,0.625813014365988,1.2210204321278542,2010,12
5712,MCV2 Vaccine_Share of Population_MA,MCV2 Vaccine,MAR,Morocco,Share of Population,err,,0.00538193067271483,515.4804313724495,3188.1345565028087,0.05794084819080403,2.685850374737825,-18.296885039252015,816.5190935942935,2004,12
5713,PCV3 Vaccine_Share of Population_GB,PCV3 Vaccine,GBR,United Kingdom,Share of Population,err,,1.0889662519339685,0.9198745442500346,2006.9450577370208,0.5644860719277733,1.0815240400901434,0.5638244754002824,4.0354319033009896,2010,12
5714,Solar Photovoltaic_Installed electricity capacity_RU,Solar Photovoltaic,RUS,Russian Federation,Installed electricity capacity,err,,1.5044954694176444,1647.2910364496347,2018.364196329256,0.9939562717673922,0.8535270865830904,0.9906533373286276,2.9208789551047496,2010,12
5715,ROTAC Vaccine_Share of Population_GT,ROTAC Vaccine,GTM,Guatemala,Share of Population,0.04739062932559774,-9.151132516516897e+45,2.180484197035972,0.8049184153183977,2010.0531188694608,0.7603948631901825,1.8564191660079903,0.7598955801474214,2.01535473664336,2010,12
5716,HEPBB Vaccine_Share of Population_MA,HEPBB Vaccine,MAR,Morocco,Share of Population,0.0652581629244659,-8.453103930787666e+88,0.2853702734491715,0.6030030508525009,2017.3390110062146,0.8460953781673302,0.08143842690860906,0.8350061074342927,15.399113234739753,2010,12
5717,PCV3 Vaccine_Share of Population_FM,PCV3 Vaccine,FSM,Micronesia (Federated States of),Share of Population,err,,0.01425800305798301,2131.545936480396,2581.393098494578,0.3838075759192725,err,0.8350061074342927,308.20930089589234,2010,12
5718,HEPBB Vaccine_Share of Population_GT,HEPBB Vaccine,GTM,Guatemala,Share of Population,0.10574098265514997,-1.0934033818362703e+162,0.24750617290648505,0.5535227716416988,2011.7359548941279,0.6651969391545054,0.17834392518594486,0.6658318458708183,17.754907294101262,2010,12
5719,Objects Launched Into Space_Total Number_NO,Objects Launched Into Space,NOR,Norway,Cumulative Calculation,0.11090354855704088,-4.5547384431173185e+166,0.14464935714725352,26.837409674843368,2019.5991073350965,0.9784273319815128,0.03365738854605237,0.9760549196716706,30.38001164567137,1997,26
5720,PCV3 Vaccine_Share of Population_MA,PCV3 Vaccine,MAR,Morocco,Share of Population,err,,1.8569487392197355,0.9627640623021892,2011.5703686540678,0.9827779683998872,1.2116261463098275,0.9900954272521009,2.366489209884666,2010,12
5721,Flush Toilet_Share of Households_BE,Flush Toilet,BEL,Belgium,Share of Market,err,,err,0.9627640623021892,err,,0.00010147694559569552,0.1554532595888809,err,2010,12
5722,Solar Photovoltaic_Installed electricity capacity_UA,Solar Photovoltaic,UKR,Ukraine,Installed electricity capacity,err,,1.2791022132173755,8553.368041012796,2018.5766140904616,0.965657499221575,0.8481562888521158,0.9552210896205715,3.4355730990558686,2010,12
5723,HEPB3 Vaccine_Share of Population_NA,HEPB3 Vaccine,NAM,Namibia,Share of Population,err,,0.1419040324363414,0.9382836547964434,1995.9651039819373,0.5731776455400359,0.13331115886110617,0.573738055477806,30.967753905399434,2010,12
5724,Flush Toilet_Share of Households_IT,Flush Toilet,ITA,Italy,Share of Market,err,,-0.00041601263853371175,314.3235114743738,160.56999001494083,0.2075439348458582,0.668941453164084,-1.2626566459061905e-11,-10563.258775409375,2010,12
5725,Biogas_Installed electricity capacity_CL,Biogas,CHL,Chile,Installed electricity capacity,0.31449979468559475,-inf,0.6377590694028785,60.03367644896757,2012.7858699002334,0.9653863749318372,0.42942172482919666,0.9696279009352673,6.890453410230413,2010,12
5726,Cadmium Refining_Annual production_FR,Cadmium Refining,FRA,France,Annual Production,-0.09066449087192115,0.0,-0.030822284797281316,121501.16974456997,1782.4352863659933,0.05834981138366835,8.61851919411665,0.0,-142.57376387165343,1990,12
5727,Flush Toilet_Share of Households_FR,Flush Toilet,FRA,France,Share of Market,err,,2.3448272741317733,99.42859574031328,2007.1670023146226,0.130244100671855,2.3436401625808467,0.1302431275045034,1.874103565389304,2010,12
5728,Solar Photovoltaic_Installed electricity capacity_TN,Solar Photovoltaic,TUN,Tunisia,Installed electricity capacity,err,,0.5590917824079363,100.58549530919004,2017.1564692188601,0.995794177857458,0.2637457614121615,0.9953995315638952,7.859978080425565,2010,12
5729,Passenger Vehicles_Total Number_AL,Passenger Cars,ALB,Albania,Cumulative Calculation,err,,0.3759151645379824,1087813.5474112877,1998.5967714469157,0.9906928498485571,0.14497292550521818,0.9953939307596079,11.690002344208237,1990,12
5730,Raw Steel Production_Annual production_IE,Raw Steel Production,IRL,Ireland,Annual Production,-0.09876518323402649,0.0,2.4906385798539694,308083.33332964877,1973.5528142039827,0.0,1.2826265434647124,-8.215650382226158e-15,1.764386527301803,1990,12
5731,Raw Steel Production_Annual production_IQ,Raw Steel Production,IRQ,Iraq,Annual Production,-0.09987384442437362,0.0,1.038507444992489,168175.4506533272,1989.9907056168115,0.029741280760775535,-3.9394818493721844,0.39444390522595396,4.2315047194526585,1990,12
5732,Flush Toilet_Share of Households_GR,Flush Toilet,GRC,Greece,Share of Market,err,,0.5218565643985139,99.6793647534756,2001.270459714506,0.9300657743288161,0.5201723818010701,0.9301899043236573,8.420798844865413,2010,12
5733,PCV3 Vaccine_Share of Population_RW,PCV3 Vaccine,RWA,Rwanda,Share of Population,-243.28294412839747,0.0,2.6360260158047324,0.9633333333290154,1992.5515303400375,0.0,8.202514578503724,0.0,1.6670735145726137,2010,12
5734,PCV3 Vaccine_Share of Population_PA,PCV3 Vaccine,PAN,Panama,Share of Population,0.03935128089103216,-5.618235747287442e+31,0.942322536105902,0.8974548757945061,2009.9448910830747,0.7364440316136739,0.811236390890876,0.7296535472582406,4.663423601044572,2010,12
5735,Solar Photovoltaic_Installed electricity capacity_SK,Solar Photovoltaic,SVK,Slovakia,Installed electricity capacity,0.30343888855327517,-inf,5.949816337534068,530.519372571925,2010.552617780798,0.9700915073001992,3.8728532452813518,0.970181383391574,0.7385856815361366,2010,12
5736,Solar Photovoltaic_Installed electricity capacity_ZA,Solar Photovoltaic,ZAF,South Africa,Installed electricity capacity,err,,0.6821537975816204,6001.8438544742685,2016.8888733102242,0.9903655283350501,0.3407533811833382,0.9903045556995547,6.442021095904899,2010,12
5737,Marine Energy_Installed electricity capacity_NO,Marine Energy,NOR,Norway,Installed electricity capacity,-0.18317300186747862,-4.440892098500626e-16,err,6001.8438544742685,err,,err,0.9903045556995547,err,2010,12
5738,HIB3 Vaccine_Share of Population_BG,HIB3 Vaccine,BGR,Bulgaria,Share of Population,err,,-0.002419363005046609,78.51894836446793,178.5783114863558,0.0498094749890865,-0.0006447249638854023,0.049737422157603906,-1816.3661862671909,2010,12
5739,MCV2 Vaccine_Share of Population_FR,MCV2 Vaccine,FRA,France,Share of Population,0.03122485662599099,-2572594.9944413225,0.27021356441346406,0.8752792151517915,2006.6911008266668,0.9790450382737313,0.23847956051991778,0.9808077750479874,16.262874013046677,2010,12
5740,Beer_Annual Production_TM,Beer Production,TKM,Turkmenistan,Annual Production,0.2564889877276604,-inf,21.570615751275795,74.7777771511417,1993.1471003883626,0.26951036112476945,22.094583628353906,0.2695103658671323,0.20372386237571957,1991,12
5741,Flush Toilet_Share of Households_LV,Flush Toilet,LVA,Latvia,Share of Market,err,,err,74.7777771511417,err,,err,0.2695103658671323,err,2010,12
5742,Lead_Annual production_EC,Lead,ECU,Ecuador,Annual Production,0.0,1.0,err,74.7777771511417,err,,err,0.2695103658671323,err,1990,12
5743,Solar Thermal Energy_Installed electricity capacity_IT,Solar Thermal Energy,ITA,Italy,Installed electricity capacity,0.02286816414974927,-3024451503201.4897,0.3258214526651535,6.268172326753161,2007.2944680240082,0.8324019887008984,0.28270525261856516,0.8264654859878169,13.487292253860925,2010,12
5744,Solar Thermal Energy_Installed electricity capacity_DZ,Solar Thermal Energy,DZA,Algeria,Installed electricity capacity,0.0,1.0,err,6.268172326753161,err,,err,0.8264654859878169,err,2010,12
5745,Lead_Annual production_CO,Lead,COL,Colombia,Annual Production,-0.037135529911336486,0.0,8.00925787605201,341.16666669135935,1972.578596466014,1.1102230246251565e-16,7.1788045585798335,0.0,0.5486712030851213,1990,12
